id,name,host_id,host_name,neighbourhood_group,neighbourhood,latitude,longitude,room_type,price,minimum_nights,number_of_reviews,last_review,reviews_per_month,calculated_host_listings_count,availability_365,number_of_reviews_ltm,license
49802124,City Side Apartment Burnie,401649838,Heather,,Burnie,-41.05404,145.90309,Entire home/apt,,2,119,2024-02-15,3.67,2,1,36,DA2021/69
37058733,Studio Superior,278730927,Lauren,,Hobart,-42.88198,147.32993,Hotel room,299,1,22,2024-01-02,0.42,1,357,6,"Exempt: This listing is a hotel, motel, or caravan park"
22802269,‘Farmlet by the Sea’-FarmStay in Penguin Tasmania,168501712,Michelle,,Central Coast,-41.11781,146.09141,Entire home/apt,226,2,119,2024-03-01,1.62,1,242,29,Exempt: This listing falls under Section 12 of the Land Use Planning and Approvals Act 1993
766856347559783004,Family Room,488914521,Aylin,,Devonport,-41.1726781,146.3632216,Private room,153,1,38,2024-01-31,2.42,5,214,25,"Exempt: This listing is a hotel, motel, or caravan park"
43080117,Accessible Home with a View,89794139,Victoria,,Launceston,-41.44928,147.15429,Private room,,1,0,,,1,0,0,Exempt: This listing falls under the 'home sharing' exemption
45899955,"Hobart Town House -Central location, 3br, parking",184740804,Maria,,Hobart,-42.87407,147.32425,Entire home/apt,300,1,148,2024-02-16,3.79,2,154,30,PLN20802
43303206,Adelaide Heritage Guest room No Breakfast,4520285,Linda & Andre,,Launceston,-41.43668,147.14682,Private room,225,1,7,2022-09-28,0.18,12,261,0,"Exempt: This listing is a hotel, motel, or caravan park"
28118558,"Mystay on Myuna -   
2 blocks from the beach",147431333,Fiona,,Kingborough,-43.00272,147.3209,Entire home/apt,186,4,127,2024-01-25,1.98,6,0,23,2018-111
43758675,Gateway to the South East Coast Double bed,246491607,Anne,,Sorell,-42.86656,147.63676,Private room,,1,2,2021-06-06,0.06,2,0,0,Exempt: This listing falls under the 'home sharing' exemption
20888564,Studio 128 in CBD,29958565,Dale,,Launceston,-41.43809,147.14291,Hotel room,150,1,145,2022-07-04,1.84,7,0,0,
776968718390834159,Studio apartment.  Unit 7,160135076,Joanne,,Break O'Day,-41.31917,148.24767,Entire home/apt,152,1,32,2024-02-13,2.18,7,362,22,"Exempt: This listing is a hotel, motel, or caravan park"
37601080,"Haven by the Beach
Waterfront
Fully Self Contained",6218058,William,,Clarence,-43.03732,147.40842,Entire home/apt,112,1,290,2024-03-10,5.23,1,0,57,
1020605244496992403,Haven on Timsbury | Urban Escape near Mona,545610110,David,,Glenorchy,-42.82996705690614,147.29094104518572,Entire home/apt,169,1,15,2024-02-28,3.91,1,205,15,PLN-23-273
18638415,The yellow house,129502612,Pia,,Kentish,-41.2762,146.311,Entire home/apt,150,1,7,2024-03-10,0.58,2,32,7,K-DA 004/2023
1034120968952224839,Waubs Bay Spa Villa,9974653,Kerri,,Glamorgan/Spring Bay,-41.87301738722351,148.29833161085844,Entire home/apt,254,2,7,2024-02-21,2.80,1,61,7,419460
1085307864349575074,The Crib,227519255,Kathie,,West Tamar,-41.426347,147.1065357,Entire home/apt,115,2,1,2024-03-07,1,2,348,1,Exempt: This listing falls under the 'home sharing' exemption
1093121612901773525,Lovely bedroom,480102097,Ashley,,Hobart,-42.903370874701004,147.3212578197674,Private room,100,3,0,,,1,364,0,Exempt: This listing falls under the 'home sharing' exemption
1439271,Elvenhome Eco Farmstay Tasmania,7730983,Graham,,Meander Valley,-41.46443,146.46583,Entire home/apt,175,2,224,2024-03-10,1.76,1,311,28,Exempt: This listing falls under Section 12 of the Land Use Planning and Approvals Act 1993
9201879,The Gorge Garden Studio,47860873,David,,Launceston,-41.44376,147.12656,Entire home/apt,92,2,618,2024-02-23,6.10,2,49,55,Exempt: This listing falls under the 'home sharing' exemption
2269086,Studio over looking Tamar River,11587327,Joanne,,West Tamar,-41.31563,146.97697,Entire home/apt,105,1,188,2024-03-10,1.63,2,287,41,Exempt: This listing falls under Section 12 of the Land Use Planning and Approvals Act 1993
843120312203968017,Bietna,304795466,Terhas,,Hobart,-42.863510612555814,147.30948591647237,Private room,90,1,3,2023-12-30,0.41,1,68,3,Exempt: This listing falls under the 'home sharing' exemption
608310091636155423,Queen Bungalow with kitchenette at Hanlon House,454892420,Clint,,Circular Head,-40.75892,145.29595,Private room,189,1,10,2024-02-18,0.68,5,330,7,"Exempt: This listing is a hotel, motel, or caravan park"
17180846,Tower Suite,9775636,Colin,,Clarence,-42.72524,147.44875,Private room,189,1,1,2022-06-12,0.05,14,339,0,av5567
52973201,2 Seaview Eagle - Mt Rumney Escapes,6995911,Clarissa,,Clarence,-42.8637,147.46151,Entire home/apt,250,1,70,2024-02-18,3.20,6,295,38,D-2015/510
50428086,Bicheno Wildflower Sands 2 bedroom coastal retreat,74549747,Shane,,Glamorgan/Spring Bay,-41.8884,148.29987,Entire home/apt,270,1,28,2023-12-29,0.97,4,323,8,Exempt: This listing falls under Section 12 of the Land Use Planning and Approvals Act 1993
16801991,"Renovated, 'Stylish and Chic'",59981791,Jen,,Hobart,-42.88951,147.32951,Entire home/apt,400,2,267,2024-02-23,3.07,3,284,53,PLN-19-546
16591901,Pioneer Lodge Rm2,33329640,Linette,,Dorset,-41.08266,147.93151,Hotel room,,1,12,2024-02-23,0.15,6,356,2,
956341509291738156,City Views Through The Forest,531399470,Ishvinder Singh,,Hobart,-42.89093070000001,147.3045758,Entire home/apt,,1,6,2023-10-03,1.02,1,0,6,PLN-23-44
951788,Platypus Park Country Retreat-Piper Apartment,3475894,Gina,,Dorset,-41.01805,147.39455,Entire home/apt,213,1,29,2023-02-12,0.22,5,295,0,TICT398321
17196482,Executive Suite 2,9775636,Colin,,Clarence,-42.72697,147.44555,Private room,180,1,0,,,14,346,0,"Exempt: This listing is a hotel, motel, or caravan park"
840223635090622012,Large room w/ private entry & private garden,119556520,Mia,,Sorell,-42.78457,147.52494,Private room,75,1,12,2024-03-09,0.98,1,128,11,Exempt: This listing falls under the 'home sharing' exemption
761366770667640448,Devonport Orana,129375988,Kimberley,,Devonport,-41.16934,146.35991,Entire home/apt,200,2,47,2024-03-07,3.09,2,9,39,PA2022.0148
802471973853540207,Table Cape Farm House,276765175,Sue,,Waratah/Wynyard,-40.95932,145.72168,Entire home/apt,300,2,7,2024-01-04,0.57,1,223,6,DA652012
972556580333202595,Fig Tree Cottage,423932034,Jamie,,Devonport,-41.186136173056745,146.36119934279336,Entire home/apt,263,1,4,2024-01-07,0.68,6,242,4,Exempt: This listing falls under the 'home sharing' exemption
52796658,The Bay Waterfront 10 min to CBD-Sleeps 9 & 2 Bath,118612901,Lisa & Andrew,,Clarence,-42.84371,147.33868,Entire home/apt,235,2,68,2024-03-05,2.55,39,154,26,004207
814807541887392333,Getaway on West - Location location location!,162466257,Louisa,,Launceston,-41.45003,147.1428,Entire home/apt,135,2,16,2024-01-28,1.62,1,13,16,Exempt: This listing falls under the 'home sharing' exemption
644346420372907098,Dorset Hotel in Derby - Double Room,461961514,Dave,,Dorset,-41.14494,147.79932,Private room,125,1,4,2023-12-03,0.30,4,349,3,"Exempt: This listing is a hotel, motel, or caravan park"
24858724,Avalon Coastal Retreat,124842,Brett,,Glamorgan/Spring Bay,-42.23418,148.01844,Entire home/apt,1136,2,23,2023-10-10,0.35,1,260,5,"Exempt: This listing is a hotel, motel, or caravan park"
1024262301835449215,Alonnah Bruny Island Views,121035473,Francisca,,Kingborough,-43.309317315658205,147.24310927796915,Entire home/apt,234,1,2,2024-02-11,0.91,2,88,2,Exempt: This listing falls under Section 12 of the Land Use Planning and Approvals Act 1993
26406952,"Treetops Sleeps10-5 bed-3 bath,10km to CBD.",118612901,Lisa & Andrew,,Kingborough,-42.94685,147.3434,Entire home/apt,331,2,200,2024-03-04,2.90,39,197,22,DA2018-364
996972551814336050,Vagabond's Rest Launceston City Tasmania,7409213,L'Abode Accommodation Specialist,,Launceston,-41.43500011762711,147.14788928620845,Entire home/apt,310,2,10,2024-02-22,2.34,13,54,10,Exempt: This listing falls under Section 12 of the Land Use Planning and Approvals Act 1993
53787724,Architectural house in Sandy Bay.,172035630,Jeremy,,Hobart,-42.89587,147.33099,Entire home/apt,,7,0,,,1,0,0,Exempt: This listing falls under Section 12 of the Land Use Planning and Approvals Act 1993
20259118,Beautiful modern 1 bedroom cottage,6625769,Allison,,Hobart,-42.89482,147.33172,Entire home/apt,,2,10,2023-02-04,0.13,2,0,0,Exempt: This listing falls under the 'home sharing' exemption
1000282256140201765,"Woodbridge Hill Hideaway, Silver Wattle",516062449,Fintan,,Kingborough,-43.17386552208023,147.19845269297508,Entire home/apt,385,1,1,2023-10-27,0.22,4,260,1,"Exempt: This listing is a hotel, motel, or caravan park"
9829969,"""Elangu Beach House""",50626497,Maree,,Glamorgan/Spring Bay,-42.10045,148.24253,Entire home/apt,275,2,96,2024-02-25,0.96,1,332,9,Exempt: This listing falls under Section 12 of the Land Use Planning and Approvals Act 1993
20593494,BELLA HOUSE - 2 bedroom,147123565,Mary,,Clarence,-42.87327,147.37053,Entire home/apt,,3,151,2023-10-04,1.96,2,0,8,2017/551
977095436585915995,Ant on Monateric-Treasury Suite,535736630,Petra,,Circular Head,-40.76120893055728,145.29589520023094,Private room,,1,0,,,3,0,0,DA2018-31
17183289,Executive 6 Goldrich Suite,9775636,Colin,,Clarence,-42.7282,147.44355,Private room,155,1,1,2023-03-19,0.08,14,352,1,fuckoff
17195229,Moorpark Suite 4,9775636,Colin,,Clarence,-42.72854,147.44423,Private room,,1,1,2021-12-26,0.04,14,349,0,"Exempt: This listing is a hotel, motel, or caravan park"
20572544,Heritage Garden Cottage,146955241,Gillian Ruth,,Hobart,-42.89024,147.33454,Entire home/apt,265,2,206,2024-02-11,2.67,1,193,27,Exempt: This listing falls under the 'home sharing' exemption
793060435779365909,Ding Ding House,482828805,Ding,,Hobart,-42.90689,147.33764,Entire home/apt,114,2,4,2023-09-04,0.41,1,299,4,PLN-22-705
805345056719609819,Charming On Charles,5266238,Moxxi,,Launceston,-41.4433,147.14209,Entire home/apt,204,2,31,2024-02-06,2.27,113,152,22,DA0143/2022
12070182,Tynwald Hop Kiln,64673061,Chris,,Derwent Valley,-42.779,147.07233,Entire home/apt,275,10,35,2024-01-11,0.37,1,358,2,Exempt: This listing falls under the 'home sharing' exemption
17194829,Executive Suite 3,9775636,Colin,,Clarence,-42.72695,147.44381,Private room,180,1,2,2022-09-13,0.07,14,346,0,"Exempt: This listing is a hotel, motel, or caravan park"
749433144161498906,Inner-city sanctuary with off-street parking,485399854,Richard,,Hobart,-42.88524,147.32205,Entire home/apt,274,2,75,2024-02-24,4.72,1,131,58,PLN 22463
27733929,"""Hana Estate""",92557519,Donna,,Kentish,-41.38667,146.33384,Entire home/apt,220,2,170,2024-02-17,2.61,58,227,35,DA2018/040
904133170887913022,Uptown meet safari luxury life,517667972,Patricia,,Devonport,-41.18513919999999,146.3614817,Entire home/apt,267,1,6,2024-01-14,0.65,1,279,6,Exempt: This listing falls under the 'home sharing' exemption
16342262,Paradise Hill Glebe Hobart,107001549,Naomi,,Hobart,-42.87136,147.32671,Entire home/apt,155,3,20,2024-01-12,0.24,1,53,1,Exempt: This listing falls under the 'home sharing' exemption
5337181,Forest Road Apartments 92C.  92A is also a listing,5761670,Jo,,West Tamar,-41.42579,147.11489,Entire home/apt,151,2,380,2024-03-09,4.25,2,0,100,Exempt: This listing falls under Section 12 of the Land Use Planning and Approvals Act 1993
1043030297379986565,Coles on James,550275290,Jan,,Devonport,-41.16715,146.34036,Entire home/apt,125,2,17,2024-03-10,7.18,1,340,17,Exempt: This listing falls under the 'home sharing' exemption
1013604602314735038,Traditional Tiny House on Wheels,339464259,Kylie,,Devonport,-41.21942,146.28791,Entire home/apt,262,1,7,2024-01-27,1.74,3,162,7,PA2017.0037
25954931,Suite with views of Stanley and corner spa,2834904,Clint,,Circular Head,-40.76175,145.28021,Hotel room,351,1,7,2022-07-05,0.13,9,316,0,
19663356,"Luxurious, central 4 bedroom penthouse apartment",138447674,Susan,,Launceston,-41.43518,147.13503,Entire home/apt,769,1,19,2022-02-11,0.25,2,0,0,
10638017,Historic Cottage close to CBD,4501536,Julian,,Hobart,-42.87432,147.32773,Entire home/apt,294,1,80,2024-02-15,0.82,7,199,10,
36565001,Mole Creek Cabins: Amazing Family Size 4 Bedroom Lodge,273953084,Ramesh & Rachel,,Meander Valley,-41.55491,146.45352,Entire home/apt,300,1,14,2024-01-23,0.26,4,172,4,BA03/226
845118558137628525,"Location, Convenience, Comfort",18118209,Rae,,Launceston,-41.450974920947914,147.1274515183853,Entire home/apt,129,2,50,2024-03-02,4.14,3,46,50,DA0727/2018
18657142,"Eliza Cottage, Historic Close to CBD-Sleeps 6",118612901,Lisa & Andrew,,Hobart,-42.87637,147.31556,Entire home/apt,225,2,128,2024-03-02,1.58,39,195,30,Exempt: This listing falls under Section 12 of the Land Use Planning and Approvals Act 1993
25954414,Seaview Studio,2834904,Clint,,Circular Head,-40.76286,145.27883,Hotel room,269,1,1,2020-01-04,0.02,9,302,0,
1082975594414174561,Riverside Retreat | Sauna & Spa,162298843,Tim,,West Tamar,-41.422213668525906,147.10211989817157,Entire home/apt,299,2,0,,,1,130,0,Exempt: This listing falls under the 'home sharing' exemption
1082070025325477562,kanangra - Aboriginal for beautiful view,8224349,Robert,,Huon Valley,-43.31235334215646,147.03618014397696,Entire home/apt,331,1,0,,,3,103,0,Exempt: This listing falls under the 'home sharing' exemption
853201936477068456,Sentinel - Get back in touch with nature,483637992,Melissa,,Glamorgan/Spring Bay,-42.1244422,148.2935339,Entire home/apt,350,2,16,2023-12-15,1.45,1,319,16,DA 16238
27465822,The Richmond Church Apartment 2,91021697,Mirella,,Clarence,-42.73531,147.43694,Entire home/apt,200,1,15,2024-02-16,0.56,2,96,8,Exempt: This listing falls under Section 12 of the Land Use Planning and Approvals Act 1993
1038834966868190629,Nanny Greenhouse beach house. Tasmania,229372580,Katrina,,George Town,-41.07078697971581,146.80676758050566,Entire home/apt,250,1,5,2024-03-09,5,1,86,5,2023-129
737171208862563427,Elysium Free Car Park Thermal Oasis Session,25511005,Natalie,,Hobart,-42.88418088,147.32303892,Entire home/apt,600,2,41,2024-02-28,2.53,43,281,26,PLN 14-01472
36848988,One Bedroom Apartment,210618169,Jodie,,Hobart,-42.87431,147.32442,Hotel room,269,1,3,2022-06-10,0.08,7,226,0,
675794052358148215,Cheerful 3 bedroom house.,468580217,Qun,,Hobart,-42.86879,147.28161,Entire home/apt,1299,1,0,,,1,365,0,PLN-20-129
41778905,"Blyth Retreat, Bruny Island.",304037508,Linda,,Kingborough,-43.21328,147.38331,Entire home/apt,348,2,93,2024-02-14,2.81,1,87,25,DA-2020-214
1086479457785374659,Light View Villa 2,102541264,John And Lyn,,King Island,-39.931195537209796,143.84386735625841,Entire home/apt,415,2,0,,,2,356,0,213495
53344565,Private Guest Suite with Stunning views,10509931,Sarah,,Central Coast,-41.184471,146.230713,Private room,141,2,21,2023-03-04,0.75,2,201,0,Exempt: This listing falls under the ‘home sharing’ exemption
1026205180205645354,Wedgewood on the Sea,73639241,John,,Tasman,-43.1272891,147.7011084,Private room,175,1,1,2024-01-02,0.43,1,221,1,Exempt: This listing falls under the 'home sharing' exemption
52474655,"A Yingina Getaway, Home of Brown Trout",398635235,Selena,,Central Highlands,-41.99066,146.69941,Entire home/apt,145,2,49,2024-02-20,1.83,6,330,25,DA2021/12
52253117,Three capes cabin.,92750516,Daniel,,Tasman,-43.04720687866211,147.86631774902344,Entire home/apt,355,2,180,2024-02-26,6.67,1,127,75,DA 120/2021
781406287614570425,Conglomerate House 1,49406838,Doc,,West Coast,-42.0856666,145.5474782,Private room,129,1,63,2024-03-08,4.21,4,338,39,DA2022/75
12180871,Silver Ridge Retreat Spa Suite +heated pool+,44547896,John,,Kentish,-41.44894,146.24602,Private room,230,2,9,2019-02-10,0.09,6,250,0,"Exempt: This listing is a hotel, motel, or caravan park"
564784916288172674,Herlihys On Huon - Cabin 2,191791416,Adele,,Huon Valley,-43.20954,147.02887,Entire home/apt,230,2,19,2024-02-19,1.56,2,270,19,DA-256/2018
659086293554197394,Stanley Beach House with Stunning Nut Views!,10093181,Andrea & Daniel,,Circular Head,-40.76350155397809,145.29074058042605,Entire home/apt,173,1,67,2024-03-06,3.27,1,318,36,Exempt: This listing falls under the 'home sharing' exemption
801877365872553999,Hampton’s on Amy,40082083,Kelly,,Burnie,-41.0514985,145.8991063,Private room,126,1,1,2023-02-08,0.08,1,129,0,Exempt: This listing falls under the 'home sharing' exemption
651591660257846584,Freshly Renovated 3 Bedroom Family Home - Sleeps 8,18518767,Matt,,West Coast,-42.09061,145.54715,Entire home/apt,125,2,68,2024-03-04,3.87,1,238,35,2022/28
18998125,Arizona Room at The Dragonfly Inn,38874863,The Dragonfly,,Launceston,-41.44962,147.13626,Private room,225,1,249,2024-01-16,3.11,10,330,18,"Exempt: This listing is a hotel, motel, or caravan park"
28898468,Benjamin Queen Garden Bed & Breakfast,4520285,Linda & Andre,,Launceston,-41.43668,147.14682,Private room,249,1,1,2020-01-17,0.02,12,222,0,"Exempt: This listing is a hotel, motel, or caravan park"
16591972,Pioneer Lodge Rm3,33329640,Linette,,Dorset,-41.08155,147.93187,Hotel room,,1,15,2022-04-16,0.18,6,355,0,
28898250,Campbell Garden 4 Poster Queen Includes Breakfast,4520285,Linda & Andre,,Launceston,-41.43668,147.14682,Private room,,1,1,2021-02-14,0.03,12,265,0,"Exempt: This listing is a hotel, motel, or caravan park"
37601233,Marina View Hideaway Unit 2,177937478,Fiona,,Kingborough,-43.12868,147.24959,Entire home/apt,,2,0,,,2,0,0,Exempt: This listing falls under the 'home sharing' exemption
41777574,MONA Pavilions - Roy,323144493,Janelle,,Glenorchy,-42.81187,147.25945,Entire home/apt,,1,2,2021-11-20,0.06,4,0,0,"Exempt: This listing is a hotel, motel, or caravan park"
47524395,"Stylish house, large private garden and views",383586318,Stephen,,Glenorchy,-42.83741,147.25989,Entire home/apt,,1,0,,,1,0,0,Exempt: This listing falls under the 'home sharing' exemption
22439594,Quiet & Classy Self Contained Unit,164388295,Dianne,,Meander Valley,-41.4851188659668,147.11837768554688,Entire home/apt,130,1,179,2024-03-10,2.40,1,6,55,Exempt: This listing falls under the 'home sharing' exemption
28994228,Lumeah on Pipe Clay Lagoon,95044278,Robyn,,Clarence,-42.96162,147.51796,Entire home/apt,230,2,223,2024-02-15,3.41,1,121,32,D-2018/422
53562037,Cosy 2.5-bedroom cottage in heart of town,433752504,Ruth,,Derwent Valley,-42.782337,147.062805,Entire home/apt,137,2,40,2024-03-06,1.60,1,336,18,DA 2022/023
50559912,Maydena Mountain Escape,22464494,Andree,,Derwent Valley,-42.75616,146.62813,Entire home/apt,128,2,78,2024-02-09,2.57,1,357,22,DA141/2019
53404423,Bella Vista - 2 bdrm apartment Boat Harbour Beach,86843307,Suzanne,,Waratah/Wynyard,-40.9294,145.61422,Entire home/apt,220,1,188,2024-03-08,7.01,1,134,64,Exempt: This listing falls under the 'home sharing' exemption
31760982,The Artview fantastic city location os parking,25511005,Natalie,,Hobart,-42.88508,147.31733,Entire home/apt,600,2,185,2024-02-05,3.02,43,282,28,PLN-15-01444-01
729895050156325922,"Starboard Spa, tranquil hot tub with water views",353323572,Sylvia,,Clarence,-42.92797,147.41331,Entire home/apt,,1,13,2023-03-11,0.81,1,0,0,Exempt: This listing falls under the 'home sharing' exemption
42363564,MONA Pavilions - Robin,323144493,Janelle,,Glenorchy,-42.81187,147.25945,Entire home/apt,,1,2,2023-05-13,0.12,4,0,1,"Exempt: This listing is a hotel, motel, or caravan park"
658840804233904355,The Blacksmith's Cottage,266834257,Brooke,,West Coast,-42.08909,145.54269,Entire home/apt,,1,26,2023-04-15,1.78,1,0,5,Exempt: This listing falls under Section 12 of the Land Use Planning and Approvals Act 1993
998412845129423228,New Town escape unit1,540768009,Huinan,,Hobart,-42.86322795243981,147.3113709234547,Entire home/apt,159,2,1,2023-12-10,0.32,1,259,1,PLN-19-766
1028492252751149966,On Redbill,25626715,Freycinet Holiday Houses,,Glamorgan/Spring Bay,-41.86941433648927,148.2877959259942,Entire home/apt,,2,2,2024-02-26,0.92,110,0,2,DA 000
35162916,Barclay cottage,248724099,Pat & Adrian,,Devonport,-41.17053,146.36246,Entire home/apt,,1,13,2022-04-21,0.25,1,0,0,"Exempt: This listing is a hotel, motel, or caravan park"
36992464,Romantic ARMOURY COTTAGE (1823) -  History & Charm,278111429,Joanne,,Clarence,-42.7341,147.43863,Entire home/apt,,1,33,2023-12-26,0.61,2,354,4,Exempt: This listing falls under Section 12 of the Land Use Planning and Approvals Act 1993
867574898541668775,Spacious Home & Le Barrel Sauna,31135874,Chad,,Kingborough,-42.97542,147.29995,Entire home/apt,,4,0,,,1,0,0,Exempt: This listing falls under the 'home sharing' exemption
38990633,"Private Suite close to CBD, King Bed, Courtyard",182713843,Pauline,,Hobart,-42.89879,147.32319,Entire home/apt,,2,120,2021-10-31,2.23,1,0,0,Exempt: This listing falls under the 'home sharing' exemption
1006116904401828947,Amali House - stunning entertainers delight,141916380,Samantha,,Launceston,-41.45365654162401,147.1205202638471,Entire home/apt,,1,12,2024-02-25,2.81,24,0,12,DA170/2020
39821477,Private room in quiet beachside setting,175051270,Tania,,Clarence,-42.91831,147.50081,Private room,,1,4,2020-01-25,0.08,1,88,0,Exempt: This listing falls under the 'home sharing' exemption
40462624,Secluded bush retreat less than 5km from CBD,70476893,Sam,,Hobart,-42.90849,147.33855,Entire home/apt,,7,1,2020-01-26,0.02,1,0,0,Exempt: This listing falls under the 'home sharing' exemption
1028479519933710474,Tranquil Howrah Townhouse,4873213,Corinne,,Clarence,-42.8863828,147.4113348,Entire home/apt,228,2,4,2024-01-08,1.54,3,215,4,PDPLANPMTD-2019/003192
40908875,Pit stop in the middle of Tasmania.,53862063,James,,Southern Midlands,-42.46817,147.32393,Private room,,1,4,2020-01-10,0.08,2,0,0,"Exempt: This listing is a hotel, motel, or caravan park"
24230513,Low Head Lagoon Beach One,32409673,Georgia,,George Town,-41.06771,146.80428,Entire home/apt,134,5,63,2024-01-06,0.92,1,0,7,DA 2019/67
45912695,Beautiful Evandale,3304376,Ann,,Northern Midlands,-41.57108,147.25825,Private room,,1,28,2023-09-17,0.72,2,0,5,Exempt: This listing falls under the 'home sharing' exemption
3276641,Funky Central Loft Studio,3600232,Rebecca,,Hobart,-42.88815,147.31705,Entire home/apt,,3,449,2024-03-02,3.80,2,2,39,PLN-14-01455-01
544345391707212245,Oceana Escape panoramic views luxury and space,25511005,Natalie,,Clarence,-42.92336124252597,147.41379546331194,Entire home/apt,900,2,79,2024-02-16,3.54,43,280,38,2019/004926
7015461,Suburban oasis,36775035,Joanne,,Glenorchy,-42.82806,147.27992,Entire home/apt,,3,8,2023-01-12,0.08,1,0,0,Exempt: This listing falls under the 'home sharing' exemption
10751477,Budget Private Twin Room,55589584,Jo,,West Tamar,-41.37409,147.05263,Private room,,1,4,2017-02-05,0.05,3,0,0,
24790772,Roland Spa Cottage,114293390,Shepherd,,Kentish,-41.476398,146.09761,Entire home/apt,200,1,46,2024-02-24,0.66,8,211,5,
996014945191828738,Dodges Ferry Get Away,31122536,Vicki,,Sorell,-42.852489731641334,147.6380366173641,Entire home/apt,150,2,5,2024-01-07,1.44,1,153,5,Exempt: This listing falls under the 'home sharing' exemption
564769020134087330,stunning coastal getaway,6908545,Aurora,,Glamorgan/Spring Bay,-42.576522810103604,147.90586008842655,Entire home/apt,336,2,23,2024-03-02,0.95,1,353,10,DA 2022/26
48837199,Unearthed No10-One Bedroom with separate bathroom,387093482,Stuart,,Devonport,-41.182457,146.357391,Private room,,1,85,2022-11-26,3.13,1,359,0,Exempt: This listing falls under the 'home sharing' exemption
831620007500199689,Tree Top House,110375874,Kathryn,,Sorell,-42.8454983,147.8436285,Entire home/apt,150,1,22,2024-02-24,2.20,2,337,22,2006/36
41747548,Derby Phoenix,26505389,Liz,,Dorset,-41.140709,147.792313,Entire home/apt,207,1,112,2024-01-24,2.29,3,27,16,PLA/2020/9
714808451852928648,On the Terrace - Bay View Apartment 2,476585115,On The Terrace,,Circular Head,-40.76581,145.29982,Entire home/apt,231,1,11,2023-12-27,0.63,3,166,2,Exempt: This listing falls under Section 12 of the Land Use Planning and Approvals Act 1993
52655892,Driftwood Cottages Waterfront Studio - Sassafras,425839095,Nadine,,Huon Valley,-43.315998,147.019836,Entire home/apt,227,1,22,2024-02-22,0.80,4,314,7,Exempt: This listing falls under Section 12 of the Land Use Planning and Approvals Act 1993
28746842,Jacks in Stieglitz,122630729,Ricki,,Break O'Day,-41.32421,148.29839,Entire home/apt,166,1,619,2024-02-25,9.33,1,0,87,DA 228-18
10497928,Eagle's Roost FarmstayB&B King/Twin,54114119,Helen,,Circular Head,-40.89096,145.47531,Private room,150,2,12,2021-02-27,0.14,2,20,0,
44539412,Gabby's House Flinders Island.  Outdoor hot tub,350731300,Ricki,,Flinders,-40.20989,148.24356,Entire home/apt,205,2,42,2024-02-25,0.98,1,298,7,Exempt: This listing falls under Section 12 of the Land Use Planning and Approvals Act 1993
39656373,The Bach - Primrose Sands (great couple's retreat),148726512,Donna,,Sorell,-42.88319,147.65279,Entire home/apt,140,2,143,2024-03-02,2.81,1,170,23,5.2019.362-1
54199810,"Spiritwood, a BnB for 2 in a quiet rural setting",122435440,Kerry,,Kentish,-41.291386,146.309235,Private room,120,1,40,2024-01-27,1.56,1,346,18,Exempt: This listing falls under the 'home sharing' exemption
2063125,"Orford Escape,  3 bdrm Holiday Home",10557989,Rob,,Glamorgan/Spring Bay,-42.56474685668945,147.87400817871094,Entire home/apt,180,2,27,2023-12-25,0.30,1,308,3,11056
12973278,"On the Rocks!  
15 minutes from Port Arthur!",71393687,Deborah,,Tasman,-43.1225,147.70519,Private room,150,2,22,2024-02-29,1.49,1,171,17,Exempt: This listing falls under the 'home sharing' exemption
38788906,Huon River Hideaway,296660712,Jennifer,,Huon Valley,-43.11969,147.01169,Entire home/apt,385,2,112,2024-02-25,2.19,1,0,32,Exempt: This listing falls under the 'home sharing' exemption
33815598,Sirens @ Southport,49970521,Paul & Marta,,Huon Valley,-43.44011,146.95858,Entire home/apt,220,2,260,2024-03-08,4.88,1,0,52,VA-7/2019
992225154572883944,Luxe PLUS! Incredible Views,96784548,Emily,,Glamorgan/Spring Bay,-41.8720253,148.285271,Entire home/apt,299,1,32,2024-03-04,6.58,74,307,32,DA2020/278
47832574,"Near the CBD, Perfect for Large Groups & Parking",5266238,Moxxi,,Launceston,-41.46522,147.15108,Entire home/apt,309,2,47,2023-08-15,1.23,113,160,4,Exempt: This listing falls under the 'home sharing' exemption
44382764,At The Bay,25626715,Freycinet Holiday Houses,,Glamorgan/Spring Bay,-42.12766,148.28914,Entire home/apt,669,2,97,2024-03-02,2.23,110,304,17,DA13069
48004031,Great Lakes wilderness three bedroom home,263328121,Ryan,,Central Highlands,-41.99633,146.70992,Entire home/apt,155,1,227,2024-03-10,6.16,1,0,50,DA2021/10
666178458447012870,View of the Strait,92557519,Donna,,West Tamar,-41.08505,146.74219,Entire home/apt,160,2,31,2023-12-26,1.65,58,0,15,PA2022187
37309183,'Stonesthrow' - 3 bedroom character-filled home,4870889,Anne And Phillip,,Launceston,-41.4519,147.12949,Entire home/apt,148,2,296,2024-03-04,5.30,2,0,67,DA0566/2019
776554185768636804,"Campbell St Cottage, Hobart CBD",361310393,John,,Hobart,-42.87561,147.32512,Entire home/apt,220,3,40,2024-03-02,2.76,2,0,32,PLN-22-649
735890696967165968,The Wee Kirk - beautiful church conversion,483258413,Gillian,,Southern Midlands,-42.6354,147.1131,Entire home/apt,357,2,11,2023-12-08,0.71,1,0,4,Exempt: This listing falls under the 'home sharing' exemption
